term,df,sumsq,meansq,statistic,p.value,DV,p_adj_bh,p_adj_holm
Q65,6,16.76667975645966,2.79444662607661,7.219176648790383,1.717284353305035e-7,Comp1,1.030370611983021e-6,1.030370611983021e-6
Q65,6,10.815463757864077,1.802577292977346,5.663381242273209,9.27189621851651e-6,Comp2,1.854379243703302e-5,3.708758487406604e-5
Q65,6,16.166309354414608,2.6943848924024345,6.643235037711742,7.560196792046213e-7,Comp3,2.268059037613864e-6,3.7800983960231063e-6
Q65,6,7.9937964850265635,1.332299414171094,4.3184693076600835,2.738969115393704e-4,Comp4,4.108453673090556e-4,8.216907346181112e-4
Q65,6,6.155635152917242,1.0259391921528735,1.2051190335891269,0.30149284471081433,Comp5,0.30149284471081433,0.30149284471081433
Q65,6,7.009131440960011,1.168188573493335,4.0873044988680185,4.8521511991268655e-4,Comp6,5.822581438952239e-4,9.704302398253731e-4
