term,df,sumsq,meansq,statistic,p.value,DV,p_adj_bh,p_adj_holm
Q58,5,8.542673783010775,1.708534756602155,4.224359174890307,8.606093323565469e-4,Comp1,0.004468127971704046,0.005163655994139282
Q58,5,1.6761187838107234,0.33522375676214466,1.0263296572420801,0.4009264821154454,Comp2,0.4009264821154454,0.5532930735594097
Q58,5,4.700879309843206,0.9401758619686411,2.253501972845278,0.04749283621401391,Comp3,0.07739798422851187,0.18997134485605563
Q58,5,2.000807402403485,0.40016148048069705,1.2661761090841552,0.27664653677970485,Comp4,0.3319758441356458,0.5532930735594097
Q58,5,16.774994315962076,3.354998863192415,3.9642052115157607,0.0014893759905680154,Comp5,0.004468127971704046,0.007446879952840078
Q58,5,3.217944315731675,0.643588863146335,2.2100434510767686,0.051598656152341243,Comp6,0.07739798422851187,0.18997134485605563
