Domain,AvgAbsCorrelation
Comp4,0.5790365311897938
Comp2,0.5674065712405032
Comp3,0.5446756088202762
Comp6,0.5254211892981088
Comp1,0.5138585713082542
Comp5,0.4113539543257258
