Domain,Model,chisq,df,pvalue,cfi,tli,rmsea,srmr
Domain1,Primary_WLSMV,234.438502345681,34,NA,0.984161779913447,0.979037649885444,0.090236415002639,0.0716930230726343
Domain2,Primary_WLSMV,57.775399106717,34,NA,0.998384628708085,0.997862008584231,0.0309713891670109,0.0353820844463766
Domain4,Primary_WLSMV,50.1342210841829,13,NA,0.994573728000811,0.991234483693617,0.0627259392143844,0.0407537134080286
